1519254311.673	593222	0.00049533	10572	0	0
1519254311.673	593222	0.00540828	10672	0	0
1519254311.673	593222	0	11555	0	0
1519254312.798	593223	0	10470	1	0
1519254312.798	593223	0.10194243	9785	1	0
1519254312.798	593223	0.04363111	10470	0	0
1519254312.798	593223	0.1826572	10730	0	0
1519254312.798	593223	0.00049533	10772	0	0
1519254312.798	593223	0	11550.00000002	0	0
1519254312.798	593223	0	11552	0	0
1519250711.037	593223	0.01601678	10470	0	1
1519254314.026	593224	1.06846078	10472	0	0
1519254314.026	593224	0.00049533	10872	0	0
1519254314.026	593224	0	11549.951	0	0
1519254314.026	593224	0	11550	0	0
1519254314.642	593225	0	10443.09	1	0
1519254314.642	593225	0	10441.03	1	0
1519254314.642	593225	0.556	10437.3	1	0
1519254314.642	593225	0.5	9780	1	0
1519254314.642	593225	0	10470	0	0
1519254314.642	593225	0.8376254	10472	0	0
1519254314.642	593225	0.68105472	11549.951	0	0
1519250713.38	593225	0.23083538	10472	1	1
1519250713.38	593225	0.04363111	10470	1	1
1519254315.767	593226	0.00049533	10972	0	0
1519254315.767	593226	0	11549.951	0	0
1519254316.787	593227	0.00049043	11072	0	0
1519254316.787	593227	0	11548.84499998	0	0
1519254319.659	593228	0.70679934	10472	0	0
1519250718.333	593228	0.13082606	10472	1	1
1519254321.81	593229	0	10472	0	0
1519254321.81	593229	0.13613424	10480.41677178	0	0
1519254321.81	593229	0	10553.49591493	0	0
1519254321.81	593229	1.53354959	10560.9340895	0	0
1519254321.81	593229	0.00438634	11548.84499998	0	0
1519250720.083	593229	0.43509414	10480.41677178	1	1
1519250720.083	593229	0.70679934	10472	1	1
1519254324.043	593230	0	10406.77402085	1	0
1519254324.043	593230	0	10001.026	1	0
1519254324.043	593230	0.01	9770	1	0
1519254324.043	593230	0.1	9768	1	0
1519254325.7	593231	0.556	10451.02	1	0
1519254325.7	593231	0	10437.3	1	0
1519254326.857	593232	0.13213424	10480.41677178	0	0
1519250725.13	593232	0.004	10480.41677178	1	1
1519254327.954	593233	1.65	10451.02000001	1	0
1519254327.954	593233	0	10450.00000001	1	0
1519254327.954	593233	0.30022879	10416.5898875	1	0
1519254327.954	593233	0	9768	1	0
1519254331.025	593234	0	10701.881	0	0
1519254331.025	593234	1.88425	10777.817	0	0
1519254331.844	593235	0	10599.75	0	0
1519254331.844	593235	0.68105472	11549.951	0	0
1519254332.979	593236	0.76775152	10608.4686645	0	0
1519254332.979	593236	0	11549.951	0	0
1519254334.711	593237	0.14213424	10480.41677178	0	0
1519254334.711	593237	0	10560.9340895	0	0
1519254334.711	593237	1.98745159	10570.86894068	0	0
1519254335.838	593238	0	10416.5898875	1	0
1519254335.838	593238	0.1	9768	1	0
1519254338.705	593239	0	10480.41677178	0	0
1519254338.705	593239	0.68105472	11549.951	0	0
1519250737.367	593239	0.01	10480.41677178	1	1
1519250737.367	593239	0.13213424	10480.41677178	1	1
1519254339.832	593240	0.16562646	10250	1	0
1519254339.832	593240	49.09262031	10000	1	0
1519254340.939	593241	0	10262.06	1	0
1519254340.939	593241	1	9766	1	0
1519254342.08	593242	0	10451.02	1	0
1519254342.08	593242	0.03064418	9765.312	1	0
1519254342.08	593242	0.522	10612.98	0	0
1519254342.08	593242	0	10615.04	0	0
1519254342.08	593242	1.29892899	11550	0	0
1519254343.21	593243	0.522	10615.04	0	0
1519254343.21	593243	0	11550	0	0
1519254343.927	593244	0.555	10451.02	1	0
1519254343.927	593244	3.98	10308.88	1	0
1519254343.927	593244	0	9766	1	0
1519254343.927	593244	0	9765.312	1	0
1519254343.927	593244	0.00036686	10660.62285	0	0
1519254343.927	593244	0	11549.951	0	0
1519254345.037	593245	0.27736531	10419.35744801	1	0
1519254345.037	593245	0	9768	1	0
1519254345.037	593245	0.00039076	10655.0793807	0	0
1519254345.037	593245	0	11548.84499998	0	0
1519254346.776	593246	0.0234312	10455	1	0
1519254346.776	593246	0	10419.35744801	1	0
1519254346.776	593246	0.1	9768	1	0
1519254347.905	593247	0	10455	1	0
1519254347.905	593247	1.63902078	10451.02000001	1	0
1519254347.905	593247	1	9766	1	0
1519254347.905	593247	0.02808682	10480.41677178	0	0
1519254347.905	593247	0	10485.99938192	0	0
1519254347.905	593247	0	10487.76824699	0	0
1519254347.905	593247	0	10489	0	0
1519254347.905	593247	0	10490	0	0
1519254347.905	593247	0	10570.86894068	0	0
1519254347.905	593247	0.00438634	11548.84499998	0	0
1519254347.905	593247	0.68105472	11549.951	0	0
1519254347.905	593247	1.29892899	11550	0	0
1519254347.905	593247	0.01009957	11550.00000002	0	0
1519250747.053	593247	0.095454	10480.41677178	1	1
1519250746.65	593247	0.01097922	10451.02000001	0	1
1519250746.65	593247	0.0047824	10455	0	1
1519250746.65	593247	0.0186488	10455	0	1
1519250746.65	593247	3.3e-7	10490	0	1
1519250746.227	593247	0.05223678	10490	1	1
1519250746.227	593247	0.03669579	10489	1	1
1519250746.227	593247	0.002	10487.76824699	1	1
1519250746.227	593247	0.0045221	10485.99938192	1	1
1519254349.074	593248	0.0276576	10480.41677178	0	0
1519250747.477	593248	0.00042922	10480.41677178	1	1
1519254350.232	593249	0.27736531	10419.35744801	1	0
1519254350.232	593249	0	9766	1	0
1519254350.232	593249	0	10545.245	0	0
1519254350.232	593249	2.1679	10613.806	0	0
1519254351.363	593250	0.55473062	10419.35744801	1	0
1519254353.573	593251	0.53367031	10432.38991851	1	0
1519254353.573	593251	0.27736531	10419.35744802	1	0
1519254353.573	593251	0	10419.35744801	1	0
1519254353.573	593251	0	10419.357448	1	0
1519254353.573	593251	0.0226576	10480.41677178	0	0
1519254353.573	593251	2.07167126	10579.47296322	0	0
1519254353.573	593251	0	11550.00000002	0	0
1519250751.51	593251	0.005	10480.41677178	1	1
1519254354.732	593252	0	10480.41677178	0	0
1519254354.732	593252	0	10608.4686645	0	0
1519254354.732	593252	0	10612.98	0	0
1519254354.732	593252	0	10615.04	0	0
1519254354.732	593252	0.76775152	10622.1323985	0	0
1519254354.732	593252	0.522	10630.18	0	0
1519254354.732	593252	0.01009957	11550.00000002	0	0
1519254354.732	593252	0.38863107	11552	0	0
1519250753.117	593252	0.0226576	10480.41677178	1	1
1519254356.523	593253	0	10419.35744802	1	0
1519254356.523	593253	0	10194.94294497	1	0
1519254356.523	593253	1	9766	1	0
1519254356.523	593253	0.03064418	9765.312	1	0
1519254356.523	593253	0.28981621	10480.41677178	0	0
1519254356.523	593253	0	11552	0	0
1519254357.751	593254	0.002441	10450	1	0
1519254357.751	593254	0	10432.38991851	1	0
1519254357.751	593254	2.1679	10325.693	1	0
1519254357.751	593254	0	10268.663	1	0
1519254357.751	593254	0.05375541	10122	1	0
1519254357.751	593254	0.038	9765	1	0
1519254357.751	593254	0.12133041	10480.41677178	0	0
1519254357.751	593254	0	10579.47296322	0	0
1519254357.751	593254	0.38863107	11552	0	0
1519250756.087	593254	0.1684858	10480.41677178	1	1
1519254358.776	593255	1.64644664	10451.02000001	1	0
1519254358.776	593255	0.27745472	10416.00000003	1	0
1519254358.776	593255	0	9765	1	0
1519254359.492	593256	0.55490944	10416.00000003	1	0
1519254359.492	593256	0	10480.41677178	0	0
1519254359.492	593256	0.13209778	10496	0	0
1519254359.492	593256	2.07167126	10590.17646964	0	0
1519250758.307	593256	0.12389067	10496	1	1
1519250758.307	593256	0.12133041	10480.41677178	1	1
1519254360.522	593257	0.01	10480.41677178	1	0
1519254360.522	593257	0.20202532	9875	1	0
1519254360.522	593257	0	9765.312	1	0
1519254361.628	593258	1.63902078	10451.02000001	1	0
1519254361.628	593258	0.27745472	10416.00000003	1	0
1519254361.628	593258	0.6233121	10209.39467985	1	0
1519254361.628	593258	0	9766	1	0
1519254361.628	593258	0	10630.18	0	0
1519254361.628	593258	2.06235498	11555	0	0
1519254362.769	593259	0.555	10461.79	1	0
1519254362.769	593259	0.555	10459.73	1	0
1519254362.769	593259	0	10451.02	1	0
1519254362.769	593259	0	10416.00000003	1	0
1519254362.769	593259	2.1679	10148.551	1	0
1519254362.769	593259	0	10074.826	1	0
1519254362.769	593259	0	10572.93	0	0
1519254362.769	593259	0	10580	0	0
1519254362.769	593259	0.522	10635.08	0	0
1519254362.769	593259	0.5	11555.55555555	0	0
1519254363.894	593260	1.65	10461.79000001	1	0
1519254363.894	593260	0	10459.73	1	0
1519254363.894	593260	0	10451.02000001	1	0
1519254363.894	593260	1	9766	1	0
1519254363.894	593260	0	10555	0	0
1519254363.894	593260	0.522	10633.02	0	0
1519254364.817	593261	0.13133041	10480.41677178	1	0
1519254364.817	593261	0	10461.79	1	0
1519254364.817	593261	0.03064418	9765.312	1	0
1519254366.01	593262	0.555	10459.73	1	0
1519254366.01	593262	0	9765.312	1	0
1519254366.01	593262	0.24	10583.85	0	0
1519254366.01	593262	0	11555.55555555	0	0
1519254366.66	593263	0.12470374	10496	0	0
1519250765.84	593263	0.00739404	10496	1	1
1519254368.844	593264	0.17713175	10480.41677178	1	0
1519254368.844	593264	0.555	10461.79	1	0
1519254368.844	593264	0	9766	1	0
1519254369.953	593265	0.555	10472.69	1	0
1519254369.953	593265	0.26558471	10455.3045096	1	0
1519254369.953	593265	0	9770	1	0
1519254369.953	593265	0	9768	1	0
1519254369.953	593265	0	10590.17646964	0	0
1519254369.953	593265	0.5	11555.55555555	0	0
1519254371.084	593266	1.749	10480.41677179	1	0
1519254371.084	593266	0	10472.69	1	0
1519254371.084	593266	0.555	10462.78	1	0
1519254371.084	593266	0	10461.79	1	0
1519254371.084	593266	0.555	10460.72	1	0
1519254371.084	593266	0	10459.73	1	0
1519254371.678	593267	0	10461.79000001	1	0
1519254371.678	593267	0.01	9770	1	0
1519254372.786	593268	0	10455.3045096	1	0
1519254372.786	593268	0	10201.11649074	1	0
1519254372.786	593268	0.1	9768	1	0
1519254372.786	593268	1	9766	1	0
1519254374.033	593269	0.00475181	10496	1	0
1519254374.033	593269	1.7484012	10480.41677179	1	0
1519254374.033	593269	0	10208	1	0
1519254374.033	593269	0	10496	0	0
1519254374.033	593269	0	10499	0	0
1519254374.033	593269	0.38474374	10499.144	0	0
1519254374.033	593269	0.0102445	11555.96037092	0	0
1519254374.033	593269	0.01667827	11560.29999999	0	0
1519250772.277	593269	0.0005988	10480.41677179	0	1
1519250772.183	593269	0.01429519	10499.144	1	1
1519250772.183	593269	0.06358233	10499	1	1
1519250772.183	593269	0.12470374	10496	1	1
1519254376.139	593270	0.05393594	10496	1	0
1519254376.139	593270	2.07167126	10591.18321494	0	0
1519254376.139	593270	0	11560.29999999	0	0
1519254377.412	593271	0.05354496	10496	1	0
1519250776.103	593271	0.00039098	10496	0	1
1519254378.517	593272	0	10308.88	1	0
1519254378.517	593272	0.0215464	10228.01898611	1	0
1519254378.517	593272	0	10583.85	0	0
1519254378.517	593272	0.01667827	11560.29999999	0	0
1519254381.406	593273	0	10496	1	0
1519254381.406	593273	0	10480.41677179	1	0
1519254381.406	593273	2.35	10376.63	1	0
1519254381.406	593273	0.03064418	9765.312	1	0
1519254381.406	593273	0.16563985	10496	0	0
1519254381.406	593273	0.24	10583.85	0	0
1519254381.406	593273	0	11555.96037092	0	0
1519254381.406	593273	0	11560.29999999	0	0
1519250779.747	593273	0.04918413	10496	0	1
1519250779.747	593273	0.00436083	10496	0	1
1519254382.533	593274	0.22224393	10496	1	0
1519254382.533	593274	1.014	10480.41677179	1	0
1519254382.533	593274	0	9766	1	0
1519254382.533	593274	0	9765.312	1	0
1519254382.533	593274	0	10496	0	0
1519254382.533	593274	0.00739404	10800.41677178	0	0
1519250781.307	593274	0.16563985	10496	1	1
1519254383.289	593275	0	10622.1323985	0	0
1519254383.289	593275	0.0102445	11555.96037092	0	0
1519254384.58	593276	0	10376.63	1	0
1519254384.58	593276	1	9766	1	0
1519254384.58	593276	0.76775152	10643.36430484	0	0
1519254384.58	593276	0	11555.96037092	0	0
1519254387.959	593277	0.13133041	10480.41677178	1	0
1519254387.959	593277	2.35	10343.75	1	0
1519254387.959	593277	0	9766	1	0
1519254387.959	593277	0	10583.85	0	0
1519254387.959	593277	0.0102445	11555.96037092	0	0
1519254389.023	593278	0.40860843	10496	1	0
1519254389.023	593278	0.555	10478.38	1	0
1519254389.023	593278	0	9768	1	0
1519254391.338	593279	0.24	10583.85	0	0
1519254391.338	593279	0	11555.96037092	0	0
1519254393.057	593280	0.011	10467.4	1	0
1519254393.057	593280	0	9770	1	0
1519254394.308	593281	0	10462.78	1	0
1519254394.308	593281	0	10460.72	1	0
1519254394.308	593281	0.01	9770	1	0
1519254394.308	593281	0.1	9768	1	0
1519254396.356	593282	0	10480.41677179	1	0
1519254396.356	593282	0.2776629	10450.00000001	1	0
1519254396.356	593282	0	10343.75	1	0
1519254396.356	593282	1	9766	1	0
1519254397.687	593283	0.39474374	10499.144	0	0
1519254398.304	593284	0.50248679	10499.144	0	0
1519254398.304	593284	0	10583.85	0	0
1519254398.304	593284	0.0102445	11555.96037092	0	0
1519254399.428	593285	2.72887361	9850	1	0
1519254399.428	593285	2	10549.99	0	0
1519254399.428	593285	0	11555.96037092	0	0
1519254401.517	593286	0.04573333	10496.00000009	1	0
1519254401.517	593286	0.002	10420.03799999	1	0
1519254401.517	593286	0.01418627	10380	1	0
1519254401.517	593286	0	9770	1	0
1519254401.517	593286	0	9768	1	0
1519254401.517	593286	0	9766	1	0
1519254402.704	593287	0.12133041	10480.41677178	1	0
1519254403.831	593288	0.65603578	10496	1	0
1519254403.831	593288	0.33161687	10436.584644	1	0
1519254403.831	593288	0	9780	1	0
1519254403.831	593288	2	10579.99	0	0
1519254403.831	593288	0	10682.73333333	0	0
1519254404.548	593289	0	10643.36430484	0	0
1519254404.548	593289	0.002	10680.98855	0	0
1519254406.801	593290	0.76775152	10608.6500415	0	0
1519254406.801	593290	0	11555.55555555	0	0
1519254408.541	593291	0.12247589	10480.41677178	1	0
1519254408.541	593291	0.30245924	10499.144	0	0
1519254408.541	593291	5.62071577	10600	0	0
1519250807.09	593291	0.20002755	10499.144	1	1
1519254410.722	593292	0.11652233	10499.144	0	0
1519250809.06	593292	0.00122072	10499.144	1	1
1519250809.06	593292	0.18471619	10499.144	1	1
1519254411.92	593293	0	10467.4	1	0
1519254411.92	593293	0.5	9780	1	0
1519254413.759	593294	0	10496.00000009	1	0
1519254413.759	593294	0.46567997	10496	1	0
1519254413.759	593294	0.01	9770	1	0
1519250811.827	593294	0.00399131	10496	0	1
1519250811.827	593294	0.04573333	10496.00000009	0	1
1519254415.927	593295	0.26564118	10453.08211323	1	0
1519254415.927	593295	0	9770	1	0
1519254415.927	593295	0.11592233	10499.144	0	0
1519254415.927	593295	0	10591.18321494	0	0
1519254415.927	593295	0.5	11555.55555555	0	0
1519250814.653	593295	0.0006	10499.144	1	1
1519254417.053	593296	0.03788056	10496.00000009	1	0
1519254417.053	593296	0	9780	1	0
1519254417.757	593297	0.555	10495.75	1	0
1519254417.757	593297	0	9785	1	0
1519254418.884	593298	0	10478.38	1	0
1519254418.884	593298	0	10453.08211323	1	0
1519254418.884	593298	0.27616948	10436	1	0
1519254418.884	593298	0.10194243	9785	1	0
1519254418.884	593298	0.5	9780	1	0
1519254418.884	593298	0.03	10622	0	0
1519254418.884	593298	0	11555.55555555	0	0
1519254420.106	593299	0	10495.75	1	0
1519254420.106	593299	0.555	10476.32	1	0
1519254420.106	593299	0.27758103	10453.08211324	1	0
1519254420.106	593299	0	9780	1	0
